수준,동형어번호,표출 어휘
중급,0,수행02
고급,0,수험
고급,0,수험생
고급,0,수혈
고급,0,수혜자
고급,0,수화기
고급,0,수확
중급,0,숙녀
고급,0,숙맥
고급,0,숙면
중급,0,숙박
중급,0,숙박비
중급,0,숙소
고급,0,숙식
중급,0,숙이다
초급,0,숙제
중급,0,순간
중급,0,순간적01/순간적02
고급,0,순대
초급,0,순두부찌개
고급,0,순발력
초급,0,순서
고급,0,순수
고급,0,순수성00
중급,0,순수하다
중급,0,순식간
중급,0,순위
고급,0,순응
고급,0,순전히
고급,0,순조롭다
중급,0,순진
중급,0,순하다
고급,0,순환
고급,0,순환기00
초급,0,숟가락
초급,0,술01
중급,0,술병02
중급,0,술자리
중급,0,술잔
초급,0,술집
중급,0,숨
중급,0,숨기다
중급,0,숨다
중급,0,숨소리
고급,0,숨죽이다
중급,0,숨지다
초급,0,숫자
고급,0,숭고하다
고급,0,숭늉
고급,0,숭배
중급,0,숲
중급,0,쉬다02
초급,0,쉬다03
초급,0,쉬다04
초급,0,쉰02·쉰01
초급,0,쉽다
고급,0,쉽사리
중급,0,쉿
중급,0,슈퍼
초급,0,슈퍼마켓
중급,0,스님
고급,0,스러지다
고급,0,스며들다
초급,0,스무
중급,0,스무째00
초급,0,스물
고급,0,스미다
초급,0,스스로02/스스로01
고급,0,스승
초급,0,스웨터
중급,0,스위치
중급,0,스치다
초급,0,스카프
중급,0,스커트
초급,0,스케이트
중급,0,스케줄
초급,0,스키
초급,0,스키장
초급,0,스타
중급,0,스타일
중급,0,스타킹
고급,0,스탠드
고급,0,스터디00
고급,0,스토리
중급,0,스튜디오
초급,0,스트레스
초급,0,스파게티
초급,0,스포츠
고급,0,슬그머니
고급,0,슬기롭다
중급,0,슬리퍼
고급,0,슬며시
고급,0,슬슬
중급,0,슬쩍
초급,0,슬퍼하다
초급,0,슬프다
초급,0,슬픔
초급,0,습관
고급,0,습관적01/습관적02
중급,0,습기
중급,0,습도
고급,0,습득
고급,0,습득00
고급,0,습성
중급,0,습하다
고급,0,승03/승04
고급,0,승강기
고급,0,승강장
중급,0,승객
중급,0,승낙
고급,0,승려
중급,0,승리
고급,0,승마
중급,0,승무원
고급,0,승부
고급,0,승승장구
중급,0,승용차
고급,0,승인
고급,0,승자
중급,0,승진
중급,0,승차
중급,0,승차권
중급,0,승패
고급,0,승합차
고급,0,-시
초급,0,시01
초급,0,시02/시03
중급,0,시04
중급,0,시각01
중급,0,시각02
고급,0,시각03
고급,0,시각적01/시각적02
초급,0,시간01/시간02
고급,0,시간대
고급,0,시간적01/시간적02
초급,0,시간표
초급,0,시계01
초급,0,시골
중급,0,시금치
고급,0,시급하다
고급,0,시급히
중급,0,시기01
고급,0,시기02
고급,0,시기상조
초급,0,시끄럽다
고급,0,시끌벅적하다
고급,0,시나리오
초급,0,시내02
중급,0,시내버스
고급,0,시냇물
고급,0,시늉
초급,0,시다
중급,0,시달리다
중급,0,시대
고급,0,시대적01/시대적02
중급,0,시댁
중급,0,시도
중급,0,시들다
중급,0,시디
중급,0,시력
고급,0,시련
고급,0,시름
고급,0,시리다
중급,0,시리즈
고급,0,시립
중급,0,시멘트
고급,0,시무룩하다
초급,0,시민
고급,0,시범
중급,0,시부모
고급,0,시비01
고급,0,시사02
고급,0,시사하다
고급,0,시사회
고급,0,시상01
고급,0,시상식
중급,0,시선
중급,0,시설
고급,0,시속
중급,0,시스템
고급,0,시시각각
고급,0,시시하다
고급,0,시신
중급,0,시아버지
중급,0,시야
초급,0,시어머니
중급,0,시외
중급,0,시외버스
고급,0,시원섭섭하다
고급,0,시원시원하다
초급,0,시원하다
초급,0,시월
고급,0,시위02
고급,0,시인01
중급,0,시인02
중급,0,시일
초급,0,시작01
중급,0,시장01
초급,0,시장02
고급,0,시적01/시적02
중급,0,시절
중급,0,시점02
고급,0,시정03
고급,0,시종일관
고급,0,시중01
중급,0,시중02
고급,0,시즌
중급,0,시집01
중급,0,시집02
중급,0,시집가다
초급,0,시청01
중급,0,시청02
고급,0,시청각
중급,0,시청률
중급,0,시청자
고급,0,시체
고급,0,시치미
고급,0,시커멓다
초급,0,시키다
중급,0,시합
중급,0,시행01
고급,0,시행착오
초급,0,시험
중급,0,시험지
고급,0,-식
고급,0,식01/식02
초급,0,식구
중급,0,식기
초급,0,식다
고급,0,식단
초급,0,식당
중급,0,식당가
중급,0,식량
고급,0,식량난00
중급,0,식료품
중급,0,식물
고급,0,식민지
중급,0,식비
초급,0,식빵
초급,0,식사
중급,0,식사량
고급,0,식상하다
고급,0,식생활
고급,0,식성
고급,0,식수
고급,0,식습관
중급,0,식욕
고급,0,식용
중급,0,식용유
고급,0,식은땀
중급,0,식중독
초급,0,식초
초급,0,식탁
초급,0,식품
중급,0,식품점
중급,0,식후
중급,0,식히다
중급,0,신-
중급,0,신01
고급,0,신03
중급,0,신경
고급,0,신경질
고급,0,신경통
중급,0,신고
고급,0,신곡00
고급,0,신규
고급,0,신기록
중급,0,신기하다01
중급,0,신나다
중급,0,신념
초급,0,신다
고급,0,신도시
고급,0,신라
초급,0,신랑
중급,0,신맛
고급,0,신명
초급,0,신문02
중급,0,신문사
중급,0,신문지
고급,0,신물
고급,0,신바람
초급,0,신발
중급,0,신부01
초급,0,신부02
중급,0,신분
초급,0,신분증
중급,0,신비
고급,0,신비롭다
중급,0,신사
고급,0,신상
중급,0,신상품
초급,0,신선하다
고급,0,신설
고급,0,신세01
중급,0,신세02
중급,0,신세대
고급,0,신속
고급,0,신속히
중급,0,신앙
고급,0,신약00
중급,0,신용
고급,0,신음
고급,0,신의
고급,0,신인
고급,0,신임01
고급,0,신임02
중급,0,신입
중급,0,신입생
고급,0,신자
고급,0,신장01
고급,0,신장03
중급,0,신제품
고급,0,신종
중급,0,신중
고급,0,신중히
고급,0,신진대사
초급,0,신청
중급,0,신청서
중급,0,신체
중급,0,신체적01/신체적02
고급,0,신축성
고급,0,신하
고급,0,신형
초급,0,신호
초급,0,신호등
중급,0,신혼
중급,0,신혼부부
초급,0,신혼여행
중급,0,신화
초급,0,싣다
고급,0,-실
중급,0,실01
고급,0,실04
중급,0,실감
중급,0,실내
중급,0,실력
초급,0,실례01
중급,0,실례02
중급,0,실리다01
고급,0,실마리
중급,0,실망
고급,0,실망스럽다
고급,0,실명02
고급,0,실무
고급,0,실물
고급,0,실상01/실상02
고급,0,실상03
고급,0,실속
초급,0,실수
중급,0,실습
중급,0,실시
고급,0,실시간
중급,0,실업01
고급,0,실업계
고급,0,실업률
고급,0,실업자
고급,0,실외
고급,0,실용
고급,0,실용성
중급,0,실용적01/실용적02
고급,0,실용화
중급,0,실은
중급,0,실장
고급,0,실재
고급,0,실적
고급,0,실정02
중급,0,실제02/실제01
중급,0,실제로
중급,0,실종
고급,0,실직
고급,0,실질
고급,0,실질적01/실질적02
중급,0,실천
고급,0,실천적01/실천적02
중급,0,실체
중급,0,실컷
고급,0,실크
고급,0,실태
초급,0,실패02
고급,0,실행
중급,0,실험
중급,0,실현
고급,0,실화
초급,0,싫다
초급,0,싫어하다
중급,0,싫증
중급,0,-심
고급,0,심각성
중급,0,심각하다
고급,0,심경
초급,0,심다
중급,0,심리
중급,0,심리적01/심리적02
중급,0,심부름
중급,0,심사02
고급,0,심사숙고
고급,0,심성
고급,0,심술궂다
고급,0,심신
초급,0,심심하다01
고급,0,심야
고급,0,심의
중급,0,심장
중급,0,심정
중급,0,심지어
중급,0,심판
초급,0,심하다
고급,0,심혈
고급,0,심화
고급,0,심히
초급,0,십01/십02
초급,0,십만02/십만01
중급,0,십상01/십상02
고급,0,십시일반
초급,0,십이월
초급,0,십일월
고급,0,십자가
고급,0,십중팔구
초급,0,싱겁다
고급,0,싱그럽다
중급,0,싱싱하다
중급,0,싸구려
고급,0,싸늘하다
고급,0,싸다00
초급,0,싸다01
중급,0,싸다02
초급,0,싸다03
초급,0,싸우다
중급,0,싸움
중급,0,싸이다
고급,0,싹01
고급,0,싹02
고급,0,싹트다
중급,0,싼값
초급,0,쌀
초급,0,쌀쌀하다
중급,0,쌍
고급,0,쌍꺼풀
중급,0,쌍둥이
고급,0,쌍방
고급,0,쌍벽
초급,0,쌓다01
중급,0,쌓이다
중급,0,썩
중급,0,썩다
초급,0,썰다
중급,0,썰렁하다
고급,0,썰매
고급,0,썰물
중급,0,쏘다
고급,0,쏘아보다
고급,0,쏙
고급,0,쏜살같이
중급,0,쏟다
중급,0,쏟아지다
고급,0,쏠리다
중급,0,쐬다01
중급,0,쑤시다01
고급,0,쑤시다02
중급,0,쑥스럽다
중급,0,쓰기
초급,0,쓰다01
초급,0,쓰다02
초급,0,쓰다03
초급,0,쓰다04
중급,0,쓰다듬다
고급,0,쓰러뜨리다
중급,0,쓰러지다
초급,0,쓰레기
초급,0,쓰레기통
고급,0,쓰리다
중급,0,쓰이다01
중급,0,쓰이다02
중급,0,쓴맛
중급,0,쓸다
중급,0,쓸데없다
중급,0,쓸데없이
고급,0,쓸모
중급,0,쓸쓸하다
고급,0,씀씀이
고급,0,씁쓸하다
중급,0,씌우다
중급,0,씨01
초급,0,씨02
중급,0,씨름
중급,0,씨앗
중급,0,-씩
고급,0,씩씩거리다
중급,0,씩씩하다
초급,0,씹다
중급,0,씻기다01
중급,0,씻기다02
초급,0,씻다
초급,0,아02
중급,0,아가
초급,0,아가씨
초급,0,아기
고급,0,아기자기하다
초급,0,아까02/아까01
중급,0,아깝다
중급,0,아끼다
고급,0,아낌없다
고급,0,아낌없이
초급,0,아나운서
초급,0,아내
중급,0,아냐
고급,0,아늑하다
초급,0,아니02
초급,0,아니다
초급,0,아니요
중급,0,아동
중급,0,아드님
고급,0,아득하다
초급,0,아들
고급,0,아랑곳없이
초급,0,아래
초급,0,아래쪽
중급,0,아래층
중급,0,아랫사람
중급,0,아랫집
초급,0,아르바이트
초급,0,아름답다
초급,0,아마
중급,0,아마도
초급,0,아무02/아무01
중급,0,아무개
초급,0,아무것
중급,0,아무래도01
중급,0,아무런01
중급,0,아무렇다
초급,0,아무리01
고급,0,아무쪼록
중급,0,아무튼
초급,0,아버님
초급,0,아버지
고급,0,아부
고급,0,아비
초급,0,아빠
중급,0,아쉬움
중급,0,아쉽다
고급,0,아슬아슬
중급,0,아시아
고급,0,아열대
중급,0,아예
고급,0,아우르다
중급,0,아울러
초급,0,아이01
중급,0,아이02
중급,0,아이고
고급,0,아이디
중급,0,아이디어
초급,0,아이스크림
고급,0,아장아장
초급,0,아저씨
초급,0,아주01
초급,0,아주머니
초급,0,아줌마
초급,0,아직
고급,0,아찔하다
초급,0,아침
중급,0,아침밥
중급,0,아침저녁00
초급,0,아파트
초급,0,아프다
중급,0,아프리카
중급,0,아픔
중급,0,아하
초급,0,아홉02/아홉01
중급,0,아홉째02/아홉째01/아홉째03
고급,0,아흐레
초급,0,아흔02/아흔01
고급,0,악01
고급,0,악03
초급,0,악기
고급,0,악마
중급,0,악몽
고급,0,악성00
중급,0,악수
고급,0,악순환
고급,0,악역
고급,0,악영향
고급,0,악용
고급,0,악의
중급,0,악취
고급,0,악하다
중급,0,악화
초급,0,안01
초급,0,안02
고급,0,안03
고급,0,안간힘
초급,0,안개
고급,0,안건
초급,0,안경
중급,0,안과
중급,0,안기다01
중급,0,안기다02
초급,0,안내
초급,0,안내문
중급,0,안내서00
중급,0,안내소
중급,0,안내원
중급,0,안내판
초급,0,안녕02
초급,0,안녕히
초급,0,안다
고급,0,안달
고급,0,안도
초급,0,안되다01
중급,0,안되다02
고급,0,안락
고급,0,안락사
고급,0,안목
중급,0,안방
중급,0,안부
중급,0,안색
고급,0,안성맞춤
중급,0,안심02
고급,0,안쓰럽다
중급,0,안약
고급,0,안이하다
고급,0,안일
초급,0,안전01
중급,0,안전띠
고급,0,안전벨트
고급,0,안절부절
중급,0,안정01
고급,0,안정감
고급,0,안정적01/안정적02
고급,0,안주01
중급,0,안주02
초급,0,안쪽
중급,0,안타까워하다
중급,0,안타깝다
중급,0,안팎
초급,0,앉다
중급,0,앉히다
중급,0,않다01
중급,0,알01/알02
초급,0,알다
고급,0,알뜰
중급,0,알레르기
중급,0,알려지다
초급,0,알리다
초급,0,알맞다
고급,0,알몸
고급,0,알선
중급,0,알아내다
중급,0,알아듣다
중급,0,알아맞히다
초급,0,알아보다
중급,0,알아주다
고급,0,알아차리다
고급,0,알아채다
중급,0,알차다
고급,0,알칼리성
중급,0,앓다
중급,0,암02
중급,0,암기
고급,0,암기력00
고급,0,암벽
고급,0,암시
고급,0,암컷
고급,0,암호
고급,0,암흑기
고급,0,압도
고급,0,압도적01/압도적02
중급,0,압력
고급,0,압박감
고급,0,압축
중급,0,앗
초급,0,앞
중급,0,앞길
중급,0,앞날
고급,0,앞다투다
고급,0,앞당기다
중급,0,앞두다
중급,0,앞뒤
중급,0,앞머리
중급,0,앞바다
중급,0,앞서
중급,0,앞서다
중급,0,앞세우다
고급,0,앞장
중급,0,앞장서다
고급,0,앞지르다
중급,0,앞집
초급,0,앞쪽
중급,0,애01
초급,0,애02
고급,0,애교
고급,0,애국
중급,0,애기
고급,0,애니메이션
고급,0,애매하다02
중급,0,애쓰다
고급,0,애완
고급,0,애완견
중급,0,애완동물
고급,0,애용
초급,0,애인
중급,0,애정
고급,0,애지중지
고급,0,애착
고급,0,애창곡
고급,0,애초01
고급,0,애칭
고급,0,애타다
고급,0,애틋하다
고급,0,-액
중급,0,액세서리
중급,0,액수
중급,0,액자
고급,0,액체
초급,0,앨범
초급,0,야02
중급,0,야간
중급,0,야경
고급,0,야광
초급,0,야구
중급,0,야근
고급,0,야기
중급,0,야단
고급,0,야단맞다
고급,0,야단치다
고급,0,야당
고급,0,야무지다
고급,0,야생
고급,0,야영
중급,0,야옹
중급,0,야외
고급,0,야유회
초급,0,야채
중급,0,야하다
초급,0,약02
초급,0,약03
초급,0,약간02/약간01
초급,0,약국
중급,0,약도
고급,0,약물
초급,0,약사
고급,0,약세00
고급,0,약소하다00
초급,0,약속
고급,0,약자01
중급,0,약점
고급,0,약탈
중급,0,약품
초급,0,약하다
중급,0,약혼
중급,0,약혼녀
중급,0,약혼자
고급,0,약화
고급,0,약효
고급,0,얄밉다
초급,0,얇다
중급,0,얌전
고급,0,얌체
중급,0,양02
중급,0,양04
중급,0,양06
고급,0,양07
고급,0,양가00
중급,0,양국
중급,0,양념
중급,0,양력
고급,0,양로원
초급,0,양말
고급,0,양반
중급,0,양배추
중급,0,양보
초급,0,양복
중급,0,양산01
고급,0,양상
고급,0,양성03
고급,0,양성평등
고급,0,양손
고급,0,양식01
초급,0,양식03
중급,0,양식04
고급,0,양식06
초급,0,양식집
중급,0,양심
중급,0,양옆
고급,0,양육
고급,0,양질
중급,0,양쪽
고급,0,양초
고급,0,양측
고급,0,양치
초급,0,양치질
중급,0,양파
고급,0,양해
중급,0,얕다
고급,0,얕보다
중급,0,얘03
초급,0,얘기
중급,0,-어01
초급,0,어02
고급,0,어간
고급,0,어감00
고급,0,어금니
중급,0,어긋나다
중급,0,어기다
고급,0,어김없이
초급,0,어깨
초급,0,어느
중급,0,어느덧
중급,0,어느새
고급,0,어둑어둑
고급,0,어둑어둑하다
중급,0,어둠
초급,0,어둡다
초급,0,어디01
초급,0,어떠하다
중급,0,어떡하다
초급,0,어떤
초급,0,어떻다
중급,0,어려움
중급,0,어려워하다
고급,0,어렴풋이
초급,0,어렵다
고급,0,어루만지다
중급,0,어르신
초급,0,어른
고급,0,어리다01
초급,0,어리다02
고급,0,어리둥절하다
중급,0,어리석다
초급,0,어린아이
중급,0,어린애
초급,0,어린이
고급,0,어린이집
고급,0,어마어마하다
중급,0,어머
초급,0,어머니
초급,0,어머님
고급,0,어미01
고급,0,어미02
고급,0,어민
고급,0,어부지리
중급,0,어색하다
초급,0,어서
고급,0,어설프다
고급,0,어수선하다
고급,0,어순
고급,0,어업
고급,0,어우러지다
초급,0,어울리다
고급,0,어원
고급,0,어이없다
중급,0,어저께02/어저께01
초급,0,어제02/어제01
초급,0,어젯밤
고급,0,어조
중급,0,어지럽다
고급,0,어지럽히다
고급,0,어지르다
중급,0,어쨌든01
중급,0,어쩌다02
중급,0,어쩌면01
중급,0,어쩐지
고급,0,어찌
중급,0,어찌나
중급,0,어찌하다
중급,0,어차피
고급,0,어처구니
고급,0,어처구니없다
고급,0,-어치
고급,0,어투
고급,0,어학
중급,0,어휘
중급,0,어휴
초급,0,억03/억02
고급,0,억누르다
고급,0,억세다
고급,0,억수
고급,0,억압
중급,0,억양
중급,0,억울하다
고급,0,억제
고급,0,억지
중급,0,억지로
중급,0,언급
초급,0,언니
중급,0,언덕
고급,0,언뜻
중급,0,언론
고급,0,언론사
고급,0,언론인
초급,0,언어
초급,0,언제01/언제02
초급,0,언제나
중급,0,언젠가
고급,0,언짢다
고급,0,언행
중급,0,얹다
고급,0,얹히다
초급,0,얻다
고급,0,얻어맞다
중급,0,얻어먹다
고급,0,얼
초급,0,얼굴
초급,0,얼다
중급,0,얼룩
중급,0,얼른
중급,0,얼리다
초급,0,얼마
중급,0,얼마간
초급,0,얼마나
고급,0,얼버무리다
고급,0,얼어붙다
초급,0,얼음
고급,0,얼핏
고급,0,얽매이다
고급,0,얽히다
중급,0,엄격
고급,0,엄격히
고급,0,엄두
초급,0,엄마
고급,0,엄살
중급,0,엄숙하다
고급,0,엄중하다
고급,0,엄지
고급,0,엄지손가락
고급,0,엄청
중급,0,엄청나다
고급,0,엄하다
고급,0,-업
중급,0,업계
중급,0,업다
중급,0,업무
고급,0,업소
고급,0,업자
중급,0,업적
고급,0,업종
중급,0,업체
초급,0,없다
중급,0,없애다
중급,0,없어지다
중급,0,없이
고급,0,엇갈리다
고급,0,엉금엉금
고급,0,엉기다
초급,0,엉덩이
중급,0,엉뚱하다
중급,0,엉망
고급,0,엉성하다
고급,0,엉엉
고급,0,엉키다
중급,0,엉터리
중급,0,엊그제02/엊그제01
고급,0,엎다
중급,0,엎드리다
중급,0,에너지
중급,0,에스컬레이터
고급,0,에어로빅
초급,0,에어컨
고급,0,에워싸다
초급,0,엘리베이터
중급,0,여02
중급,0,-여02
중급,0,여가
중급,0,여간
중급,0,여건
중급,0,여고
중급,0,여관
초급,0,여권02
초급,0,여기
중급,0,여기다
초급,0,여기저기
고급,0,여당
초급,0,여덟02/여덟01
중급,0,여덟째02/여덟째01/여덟째03
초급,0,여동생
고급,0,여드레
중급,0,여드름
초급,0,여든02/여든01
초급,0,여러
고급,0,여러모로
초급,0,여러분
중급,0,여럿
고급,0,여론
고급,0,여류
초급,0,여름
중급,0,여름철
중급,0,여름휴가
고급,0,여리다
중급,0,여보
초급,0,여보세요
중급,0,여부
고급,0,여사
초급,0,여섯02/여섯01
중급,0,여섯째02·여섯째01/여섯째03
초급,0,여성
고급,0,여성상00
고급,0,여성적01/여성적02
고급,0,여아00
고급,0,여야
고급,0,여우01
중급,0,여유
중급,0,여유롭다
고급,0,여의다
중급,0,여인
초급,0,여자
고급,0,여전하다
중급,0,여전히
고급,0,여정02
고급,0,여지00/여지
중급,0,여쭈다
초급,0,여쭙다
고급,0,여태
고급,0,여파
초급,0,여학생
초급,0,여행
중급,0,여행가
초급,0,여행사
초급,0,여행지
고급,0,역01
초급,0,역03
고급,0,역겹다
고급,0,역경
고급,0,역대
고급,0,역도
고급,0,역동적01/역동적02
고급,0,역량
초급,0,역사
중급,0,역사가
중급,0,역사상
중급,0,역사적01/역사적02
초급,0,역시
고급,0,역지사지
중급,0,역할
고급,0,역효과
중급,0,엮다
고급,0,엮이다
중급,0,연01
고급,0,연03
중급,0,연간
초급,0,연결
고급,0,연계
중급,0,연고01
중급,0,연관
중급,0,연구
중급,0,연구소
중급,0,연구실
중급,0,연구원01
중급,0,연구원02
중급,0,연구자
초급,0,연극
고급,0,연금01
중급,0,연기01
중급,0,연기02
중급,0,연기03
중급,0,연기자
고급,0,연날리기
고급,0,연대01
고급,0,연대02
중급,0,연도01
중급,0,연두색
초급,0,연락
초급,0,연락처
중급,0,연령
고급,0,연령층
고급,0,연료
초급,0,연말
고급,0,연말연시
중급,0,연못
중급,0,연봉
고급,0,연비
고급,0,연상01
고급,0,연상02
중급,0,연설
초급,0,연세
중급,0,연속
고급,0,연수
초급,0,연습02
중급,0,연애
고급,0,연약하다
고급,0,연연하다01/연연하다02
고급,0,연예
초급,0,연예인
중급,0,연인
고급,0,연일01/연일02
고급,0,연잇다
중급,0,연장02
고급,0,연장자
고급,0,연재
중급,0,연주
고급,0,연주자
중급,0,연주회
고급,0,연중
중급,0,연체
중급,0,연체료
고급,0,연초
중급,0,연출
중급,0,연탄
고급,0,연평균
초급,0,연필
고급,0,연하
중급,0,연하다
중급,0,연합
초급,0,연휴
초급,0,열02/열01
고급,0,열03
초급,0,열04
고급,0,열거
고급,0,열광
중급,0,열기
초급,0,열다
고급,0,열대
고급,0,열대야
고급,0,열등감
고급,0,열띠다
고급,0,열람실
고급,0,열량
고급,0,열렬하다
중급,0,열리다01
초급,0,열리다02
고급,0,열망
중급,0,열매
고급,0,열성
고급,0,열성00
고급,0,열성적01/열성적02
초급,0,열쇠
중급,0,열쇠고리
초급,0,열심히
고급,0,열악하다
고급,0,열의
중급,0,열정
중급,0,열중
중급,0,열째02/열째01/열째03
초급,0,열차
고급,0,열풍01
초급,0,열흘
고급,0,염두
고급,0,염려
중급,0,염색
고급,0,염소01
고급,0,염원
고급,0,염증
고급,0,염치
초급,0,엽서
중급,0,엿보다
고급,0,엿새
중급,0,영01
초급,0,영02
고급,0,영광
초급,0,영국
고급,0,영락없이00
고급,0,영리
중급,0,영리하다
고급,0,영문01
고급,0,영문02
중급,0,영상01
중급,0,영상02
고급,0,영세민
초급,0,영수증
중급,0,영양
고급,0,영양가
고급,0,영양사00
고급,0,영양소
중급,0,영양제
초급,0,영어
중급,0,영업
중급,0,영역
중급,0,영웅
중급,0,영원
중급,0,영원히
고급,0,영입
고급,0,영장
고급,0,영재
고급,0,영토
초급,0,영하
중급,0,영향
중급,0,영향력
중급,0,영혼
초급,0,영화01
중급,0,영화감독
초급,0,영화관
초급,0,영화배우
고급,0,영화제
초급,0,옆
고급,0,옆구리
초급,0,옆집
중급,0,예01
초급,0,예04
중급,0,예05
중급,0,예06
중급,0,예감
고급,0,예견
중급,0,예고
중급,0,예금
고급,0,예년
고급,0,예능
고급,0,예리하다
초급,0,예매
고급,0,예문
고급,0,예물
고급,0,예민하다
중급,0,예방
고급,0,예배
중급,0,예보
중급,0,예비
초급,0,예쁘다
고급,0,예사롭다
중급,0,예산
중급,0,예상
중급,0,예선
고급,0,예수
초급,0,예순02/예순01
초급,0,예술
중급,0,예술가
고급,0,예술성
중급,0,예술적01/예술적02
고급,0,예술품
초급,0,예습
고급,0,예시01
중급,0,예식장
초급,0,예약
고급,0,예언
중급,0,예외
고급,0,예외적01/예외적02
중급,0,예의
고급,0,예의범절
고급,0,예전
중급,0,예절
중급,0,예정
고급,0,예정일
고급,0,예체능
중급,0,예측
중급,0,예컨대
초급,0,옛
초급,0,옛날
중급,0,옛날이야기
고급,0,옛말00
중급,0,오02
초급,0,오03/오04
중급,0,오가다
고급,0,오기01
고급,0,오누이
초급,0,오늘02/오늘01
중급,0,오늘날
초급,0,오다01
고급,0,오디오
중급,0,오락01
중급,0,오락실
초급,0,오래
고급,0,오래가다
초급,0,오래간만
중급,0,오래도록
초급,0,오래되다
중급,0,오래오래
중급,0,오랜
초급,0,오랜만
초급,0,오랫동안
초급,0,오렌지
중급,0,오로지
고급,0,오류
중급,0,오르내리다
초급,0,오르다
고급,0,오르막길
중급,0,오른발
초급,0,오른손
초급,0,오른쪽
고급,0,오른팔
중급,0,오른편
고급,0,오름세
중급,0,오리
고급,0,오리다
고급,0,오만00
고급,0,오붓하다
초급,0,오빠
초급,0,오십01/오십02
중급,0,오염
초급,0,오월
초급,0,오이
초급,0,오전
고급,0,오죽
고급,0,오줌
중급,0,오직
중급,0,오징어
고급,0,오케스트라
중급,0,오토바이
중급,0,오페라
중급,0,오피스텔
중급,0,오해
초급,0,오후02
중급,0,오히려
고급,0,옥상
중급,0,옥수수
중급,0,온
중급,0,온갖
고급,0,온난화
고급,0,온대
초급,0,온도
고급,0,온돌
중급,0,온라인
중급,0,온몸
고급,0,온수
고급,0,온실가스00
고급,0,온전하다
고급,0,온전히
중급,0,온종일02/온종일01
중급,0,온천
중급,0,온통/온통00
고급,0,온화하다
중급,0,올
초급,0,올라가다
중급,0,올라서다
초급,0,올라오다
중급,0,올라타다
중급,0,올려놓다
중급,0,올려다보다
초급,0,올리다
초급,0,올림01
초급,0,올림픽
고급,0,올바로
중급,0,올바르다
중급,0,올여름
초급,0,올해
중급,0,옮기다
초급,0,옳다01
초급,0,옷
고급,0,옷감
초급,0,옷걸이
고급,0,옷깃
고급,0,옷자락
초급,0,옷장
중급,0,옷차림
고급,0,옹기종기
초급,0,와03
초급,0,와이셔츠
중급,0,와인
고급,0,완곡하다
고급,0,완공
고급,0,완료
고급,0,완만하다02
중급,0,완벽
중급,0,완성
고급,0,완성도
중급,0,완전
초급,0,완전히
고급,0,완주
고급,0,완치
고급,0,완쾌
고급,0,완화
고급,0,왈가왈부
초급,0,왕
고급,0,왕궁
고급,0,왕권
고급,0,왕따00
고급,0,왕래
중급,0,왕복
고급,0,왕위
고급,0,왕자01
고급,0,왕조
초급,0,왜02
고급,0,왜곡
초급,0,왜냐하면
고급,0,왜소하다
중급,0,왠지
중급,0,외02
중급,0,외갓집
중급,0,외과
중급,0,외교
중급,0,외교관
초급,0,외국
초급,0,외국어
초급,0,외국인
고급,0,외동딸
고급,0,외동아들
고급,0,외래
고급,0,외래어
중급,0,외로움
초급,0,외롭다
중급,0,외면01
중급,0,외모
고급,0,외무
고급,0,외무부00
중급,0,외박
중급,0,외부
중급,0,외삼촌
중급,0,외숙모
중급,0,외식
고급,0,외식비
고급,0,외신
중급,0,외아들
고급,0,외양
초급,0,외우다
고급,0,외유내강
고급,0,외적01/외적02
고급,0,외제
초급,0,외출
중급,0,외출복
중급,0,외치다
중급,0,외투01
중급,0,외할머니
중급,0,외할아버지
고급,0,외향적01/외향적02
고급,0,외형
고급,0,외형적01/외형적02
고급,0,외화01
고급,0,외환
중급,0,왼발
초급,0,왼손
초급,0,왼쪽
중급,0,왼편
중급,0,요01
중급,0,요03
중급,0,요가
고급,0,요건
중급,0,요구
중급,0,요구르트
초급,0,요금
고급,0,요란
고급,0,요령
초급,0,요리02
중급,0,요리법
초급,0,요리사
중급,0,요새01
중급,0,요소
중급,0,요약
고급,0,요양
고급,0,요양원
고급,0,요원
중급,0,요인
초급,0,요일
고급,0,요점
중급,0,요즈음
초급,0,요즘
중급,0,요청
고급,0,요컨대
고급,0,요트
중급,0,욕
고급,0,욕구
중급,0,욕망
고급,0,욕설
중급,0,욕실
중급,0,욕심
중급,0,-용
중급,0,용02
중급,0,용감하다
중급,0,용건
중급,0,용기01
고급,0,용기02
중급,0,용도
중급,0,용돈
고급,0,용량
고급,0,용례
고급,0,용모
고급,0,용법
중급,0,용서
중급,0,용어
고급,0,용의자
고급,0,용이하다
고급,0,용지
중급,0,용품
고급,0,용하다
고급,0,우거지다
고급,0,우기
중급,0,우기다
고급,0,우뇌00
고급,0,우대
초급,0,우동
고급,0,우두커니
고급,0,우뚝
고급,0,우량
고급,0,우러나다
고급,0,우렁차다
중급,0,우려
고급,0,우르르
초급,0,우리02
초급,0,우리나라
중급,0,우물
고급,0,우발적01/우발적02
초급,0,우산
초급,0,우선01
중급,0,우선02
고급,0,우선순위
고급,0,우선시00
고급,0,우성
고급,0,우세
중급,0,우수03
고급,0,우수성
고급,0,우스꽝스럽다
중급,0,우습다
중급,0,우승
중급,0,우아하다
고급,0,우여곡절
중급,0,우연
중급,0,우연히
고급,0,우열00
중급,0,우울
